m3-7;1467720090.278104;1467720090.196663
m3-6;1467720090.377373;1467720090.297057
m3-5;1467720090.478357;1467720090.396800
m3-9;1467720090.579596;1467720090.498872
m3-8;1467720090.679444;1467720090.600070
m3-7;1467720090.778463;1467720090.698128
m3-6;1467720090.880320;1467720090.798797
m3-5;1467720090.980344;1467720090.898539
m3-9;1467720091.080052;1467720091.000062
m3-8;1467720091.179767;1467720091.101291
m3-7;1467720091.281159;1467720091.200234
m3-6;1467720091.382324;1467720091.300323
m3-5;1467720091.480734;1467720091.399760
m3-9;1467720091.581056;1467720091.501863
m3-8;1467720091.681792;1467720091.603061
m3-7;1467720091.782300;1467720091.701454
m3-6;1467720091.884112;1467720091.802276
m3-5;1467720091.982708;1467720091.901683
m3-9;1467720092.084938;1467720092.004090
m3-8;1467720092.182747;1467720092.104526
m3-7;1467720092.283361;1467720092.203163
m3-6;1467720092.384294;1467720092.303283
m3-5;1467720092.485353;1467720092.403575
m3-9;1467720092.585912;1467720092.505616
m3-8;1467720092.684721;1467720092.606418
m3-7;1467720092.785438;1467720092.704811
m3-6;1467720092.886931;1467720092.805541
m3-5;1467720092.987155;1467720092.905162
m3-9;1467720093.087876;1467720093.007325
m3-8;1467720093.187325;1467720093.108615
m3-7;1467720093.287193;1467720093.206795
m3-6;1467720093.387909;1467720093.306853
m3-5;1467720093.487602;1467720093.406779
m3-9;1467720093.589298;1467720093.509248
m3-8;1467720093.688686;1467720093.609958
m3-7;1467720093.789194;1467720093.708443
m3-6;1467720093.889113;1467720093.808715
m3-5;1467720093.989504;1467720093.908488
m3-9;1467720094.090241;1467720094.010774
m3-8;1467720094.189591;1467720094.111514
m3-7;1467720094.290272;1467720094.210152
m3-6;1467720094.390144;1467720094.310302
m3-5;1467720094.491858;1467720094.410411
m3-9;1467720094.592705;1467720094.512727
m3-8;1467720094.692338;1467720094.613711
m3-7;1467720094.793090;1467720094.712074
m3-6;1467720094.892170;1467720094.811980
m3-5;1467720094.993142;1467720094.912120
m3-9;1467720095.092828;1467720095.013764
m3-8;1467720095.194100;1467720095.115085
m3-7;1467720095.294870;1467720095.213722
m3-6;1467720095.393984;1467720095.313537
m3-5;1467720095.494365;1467720095.413371
m3-9;1467720095.595636;1467720095.515870
m3-8;1467720095.694464;1467720095.616580
m3-7;1467720095.795765;1467720095.715523
m3-6;1467720095.895245;1467720095.815215
m3-5;1467720095.995418;1467720095.914988
m3-9;1467720096.095735;1467720096.017030
m3-8;1467720096.196414;1467720096.118228
m3-7;1467720096.298021;1467720096.216896
m3-6;1467720096.396989;1467720096.316833
m3-5;1467720096.498037;1467720096.417064
m3-9;1467720096.597718;1467720096.518708
m3-8;1467720096.699022;1467720096.620395
m3-7;1467720096.798977;1467720096.718788
m3-6;1467720096.899006;1467720096.818664
m3-5;1467720096.999900;1467720096.918925
m3-9;1467720097.100127;1467720097.020326
m3-8;1467720097.199968;1467720097.121829
m3-7;1467720097.300650;1467720097.220314
m3-6;1467720097.400568;1467720097.320464
m3-5;1467720097.500289;1467720097.419841
m3-9;1467720097.600590;1467720097.521699
m3-8;1467720097.700335;1467720097.622806
m3-7;1467720097.802598;1467720097.721748
m3-6;1467720097.902655;1467720097.821960
m3-5;1467720098.001300;1467720097.921122
m3-9;1467720098.101633;1467720098.023133
m3-8;1467720098.202594;1467720098.124087
m3-7;1467720098.301862;1467720098.222542
m3-6;1467720098.402831;1467720098.322662
m3-5;1467720098.503718;1467720098.422984
m3-9;1467720098.603408;1467720098.524446
m3-8;1467720098.703154;1467720098.625674
m3-7;1467720098.803854;1467720098.723854
m3-6;1467720098.905106;1467720098.824676
m3-5;1467720099.004762;1467720098.924296
m3-9;1467720099.104492;1467720099.025758
m3-8;1467720099.205780;1467720099.127200
m3-7;1467720099.307035;1467720099.225960
m3-6;1467720099.405765;1467720099.325744
m3-5;1467720099.506181;1467720099.425731
m3-9;1467720099.606489;1467720099.527894
m3-8;1467720099.707965;1467720099.629642
m3-7;1467720099.807726;1467720099.727730
m3-6;1467720099.907734;1467720099.827880
m3-5;1467720100.008079;1467720099.927897
m3-9;1467720100.108345;1467720100.029908
m3-8;1467720100.209109;1467720100.131137
m3-7;1467720100.308842;1467720100.229744
m3-6;1467720100.410475;1467720100.330505
m3-5;1467720100.510720;1467720100.430400
m3-9;1467720100.610407;1467720100.532167
m3-8;1467720100.711094;1467720100.633487
m3-7;1467720100.812544;1467720100.732338
m3-6;1467720100.912594;1467720100.832549
m3-5;1467720101.012720;1467720100.932322
m3-9;1467720101.114359;1467720101.034547
m3-8;1467720101.213512;1467720101.135654
m3-7;1467720101.314414;1467720101.234169
m3-6;1467720101.413659;1467720101.333861
m3-5;1467720101.513965;1467720101.433726
m3-9;1467720101.615043;1467720101.536225
m3-8;1467720101.715631;1467720101.637698
m3-7;1467720101.814758;1467720101.735603
m3-6;1467720101.916683;1467720101.836242
m3-5;1467720102.015961;1467720101.935588
m3-9;1467720102.117165;1467720102.038056
m3-8;1467720102.216011;1467720102.138858
m3-7;1467720102.316720;1467720102.237526
m3-6;1467720102.417556;1467720102.338500
m3-5;1467720102.518581;1467720102.438182
m3-9;1467720102.618277;1467720102.539765
m3-8;1467720102.718029;1467720102.641086
m3-7;1467720102.820437;1467720102.740364
m3-6;1467720102.920437;1467720102.840392
m3-5;1467720103.020471;1467720102.939769
m3-9;1467720103.120142;1467720103.041566
m3-8;1467720103.221901;1467720103.143222
m3-7;1467720103.321192;1467720103.241646
m3-6;1467720103.420538;1467720103.341430
m3-5;1467720103.520994;1467720103.441386
m3-9;1467720103.621170;1467720103.543397
m3-8;1467720103.722614;1467720103.645022
m3-7;1467720103.822562;1467720103.742958
m3-6;1467720103.923317;1467720103.843810
m3-5;1467720104.022851;1467720103.943156
m3-9;1467720104.123123;1467720104.045075
m3-8;1467720104.222835;1467720104.145999
m3-7;1467720104.323563;1467720104.244576
m3-6;1467720104.425770;1467720104.345306
m3-5;1467720104.525366;1467720104.444926
m3-9;1467720104.625991;1467720104.547181
m3-8;1467720104.724875;1467720104.647983
m3-7;1467720104.826872;1467720104.746895
m3-6;1467720104.927212;1467720104.847076
m3-5;1467720105.027403;1467720104.946818
m3-9;1467720105.127755;1467720105.048890
m3-8;1467720105.227441;1467720105.150241
m3-7;1467720105.328114;1467720105.248818
m3-6;1467720105.427521;1467720105.348632
m3-5;1467720105.527810;1467720105.448527
m3-9;1467720105.628088;1467720105.550569
m3-8;1467720105.729558;1467720105.652316
m3-7;1467720105.829486;1467720105.750313
m3-6;1467720105.929349;1467720105.850768
m3-5;1467720106.029714;1467720105.950602
m3-9;1467720106.131810;1467720106.053224
m3-8;1467720106.230730;1467720106.154025
m3-7;1467720106.331342;1467720106.252480
m3-6;1467720106.433105;1467720106.353118
m3-5;1467720106.532718;1467720106.452952
m3-9;1467720106.633826;1467720106.555116
m3-8;1467720106.732711;1467720106.656009
m3-7;1467720106.834085;1467720106.754952
m3-6;1467720106.935439;1467720106.855285
m3-5;1467720107.035253;1467720106.954936
m3-9;1467720107.134894;1467720107.056794
m3-8;1467720107.236351;1467720107.158420
m3-7;1467720107.336571;1467720107.257057
m3-6;1467720107.435202;1467720107.356811
m3-5;1467720107.535608;1467720107.456645
m3-9;1467720107.637728;1467720107.559266
m3-8;1467720107.738153;1467720107.660434
m3-7;1467720107.837363;1467720107.758736
m3-6;1467720107.937220;1467720107.858977
m3-5;1467720108.039171;1467720107.959056
m3-9;1467720108.140234;1467720108.061341
m3-8;1467720108.238626;1467720108.162143
m3-7;1467720108.339231;1467720108.260811
m3-6;1467720108.441093;1467720108.361266
m3-5;1467720108.541657;1467720108.461406
m3-9;1467720108.641622;1467720108.563417
m3-8;1467720108.740664;1467720108.664279
m3-7;1467720108.842857;1467720108.763222
m3-6;1467720108.943093;1467720108.863647
m3-5;1467720109.041505;1467720108.962901
m3-9;1467720109.142818;1467720109.065003
m3-8;1467720109.244100;1467720109.166629
m3-7;1467720109.344899;1467720109.265267
m3-6;1467720109.444042;1467720109.365111
m3-5;1467720109.545068;1467720109.465556
m3-9;1467720109.644706;1467720109.566957
m3-8;1467720109.746038;1467720109.668643
m3-7;1467720109.845149;1467720109.766701
m3-6;1467720109.945106;1467720109.866943
m3-5;1467720110.045460;1467720109.966746
m3-9;1467720110.147606;1467720110.069123
m3-8;1467720110.246484;1467720110.170077
m3-7;1467720110.347122;1467720110.268410
m3-6;1467720110.448985;1467720110.369323
m3-5;1467720110.548992;1467720110.469004
m3-9;1467720110.649726;1467720110.571076
m3-8;1467720110.748401;1467720110.671970
m3-7;1467720110.849711;1467720110.770546
m3-6;1467720110.949896;1467720110.871093
m3-5;1467720111.049995;1467720110.970897
m3-9;1467720111.149579;1467720111.072480
m3-8;1467720111.251033;1467720111.174228
m3-7;1467720111.351652;1467720111.272713
m3-6;1467720111.450967;1467720111.372466
m3-5;1467720111.551291;1467720111.472514
m3-9;1467720111.651606;1467720111.574372
m3-8;1467720111.753309;1467720111.676150
m3-7;1467720111.852063;1467720111.774178
m3-6;1467720111.953065;1467720111.874297
m3-5;1467720112.053251;1467720111.974131
m3-9;1467720112.154498;1467720112.076539
m3-8;1467720112.253395;1467720112.177402
m3-7;1467720112.353977;1467720112.275978
m3-6;1467720112.455913;1467720112.376495
m3-5;1467720112.554297;1467720112.475962
m3-9;1467720112.656443;1467720112.578614
m3-8;1467720112.755261;1467720112.679172
m3-7;1467720112.857133;1467720112.778053
m3-6;1467720112.957769;1467720112.878265
m3-5;1467720113.056760;1467720112.978038
m3-9;1467720113.156528;1467720113.079774
m3-8;1467720113.257952;1467720113.181338
m3-7;1467720113.358711;1467720113.279915
m3-6;1467720113.457873;1467720113.379577
m3-5;1467720113.558175;1467720113.479625
m3-9;1467720113.658509;1467720113.581513
m3-8;1467720113.760170;1467720113.683383
m3-7;1467720113.858938;1467720113.781288
m3-6;1467720113.959909;1467720113.881499
m3-5;1467720114.060759;1467720113.981791
m3-9;1467720114.161086;1467720114.083894
m3-8;1467720114.260226;1467720114.184573
m3-7;1467720114.360875;1467720114.283180
m3-6;1467720114.462445;1467720114.383849
m3-5;1467720114.563080;1467720114.483714
m3-9;1467720114.663379;1467720114.585755
m3-8;1467720114.762183;1467720114.686526
m3-7;1467720114.863368;1467720114.785439
m3-6;1467720114.964861;1467720114.885833
m3-5;1467720115.063075;1467720114.985057
m3-9;1467720115.164381;1467720115.087129
m3-8;1467720115.265854;1467720115.188998
m3-7;1467720115.365420;1467720115.287209
m3-6;1467720115.464804;1467720115.387115
m3-5;1467720115.566686;1467720115.487285
m3-9;1467720115.665307;1467720115.588899
m3-8;1467720115.767065;1467720115.690494
m3-7;1467720115.865777;1467720115.788368
m3-6;1467720115.966801;1467720115.888579
m3-5;1467720116.067020;1467720115.988383
m3-9;1467720116.168074;1467720116.090760
m3-8;1467720116.267039;1467720116.191501
m3-7;1467720116.367687;1467720116.289986
m3-6;1467720116.469279;1467720116.390624
m3-5;1467720116.569549;1467720116.490519
m3-9;1467720116.670356;1467720116.592744
m3-8;1467720116.769049;1467720116.693423
m3-7;1467720116.870303;1467720116.792519
m3-6;1467720116.971521;1467720116.892730
m3-5;1467720117.070013;1467720116.992228
m3-9;1467720117.171162;1467720117.094331
m3-8;1467720117.273078;1467720117.196139
m3-7;1467720117.373382;1467720117.294594
m3-6;1467720117.471721;1467720117.394378
m3-5;1467720117.573460;1467720117.494487
m3-9;1467720117.672216;1467720117.596223
m3-8;1467720117.773650;1467720117.697848
m3-7;1467720117.873550;1467720117.796028
m3-6;1467720117.973525;1467720117.896270
m3-5;1467720118.074509;1467720117.996226
m3-9;1467720118.176336;1467720118.098512
m3-8;1467720118.274924;1467720118.199374
m3-7;1467720118.375543;1467720118.297707
m3-6;1467720118.476210;1467720118.398498
m3-5;1467720118.577134;1467720118.498393
m3-9;1467720118.677919;1467720118.600373
m3-8;1467720118.776934;1467720118.701175
m3-7;1467720118.877609;1467720118.799873
m3-6;1467720118.978199;1467720118.900420
m3-5;1467720119.077802;1467720118.999614
m3-9;1467720119.178021;1467720119.101564
m3-8;1467720119.279639;1467720119.203220
m3-7;1467720119.380058;1467720119.301888
m3-6;1467720119.478598;1467720119.401580
m3-5;1467720119.578820;1467720119.501323
m3-9;1467720119.680097;1467720119.603364
m3-8;1467720119.780464;1467720119.704929
m3-7;1467720119.880399;1467720119.802956
m3-6;1467720119.980465;1467720119.903319
m3-5;1467720120.081821;1467720120.003459
m3-9;1467720120.182722;1467720120.105409
m3-8;1467720120.281830;1467720120.206180
m3-7;1467720120.381412;1467720120.304604
m3-6;1467720120.483273;1467720120.405486
m3-5;1467720120.582661;1467720120.504924
m3-9;1467720120.683835;1467720120.607301
m3-8;1467720120.782848;1467720120.707950
m3-7;1467720120.884942;1467720120.806862
m3-6;1467720120.985555;1467720120.907226
m3-5;1467720121.085250;1467720121.006663
m3-9;1467720121.184970;1467720121.108430
m3-8;1467720121.285822;1467720121.209994
m3-7;1467720121.386274;1467720121.308571
m3-6;1467720121.485418;1467720121.408385
m3-5;1467720121.585662;1467720121.508128
m3-9;1467720121.687772;1467720121.610566
m3-8;1467720121.786701;1467720121.711307
m3-7;1467720121.886321;1467720121.809731
m3-6;1467720121.988127;1467720121.910705
m3-5;1467720122.088187;1467720122.010264
m3-9;1467720122.187819;1467720122.111604
m3-8;1467720122.289609;1467720122.213351
m3-7;1467720122.389863;1467720122.311836
m3-6;1467720122.488360;1467720122.411681
m3-5;1467720122.590211;1467720122.511790
m3-9;1467720122.689901;1467720122.613465
m3-8;1467720122.789596;1467720122.714786
m3-7;1467720122.890176;1467720122.813393
m3-6;1467720122.990388;1467720122.913695
m3-5;1467720123.090599;1467720123.013469
m3-9;1467720123.192701;1467720123.115663
m3-8;1467720123.292386;1467720123.217044
m3-7;1467720123.392799;1467720123.315743
m3-6;1467720123.493829;1467720123.415893
m3-5;1467720123.594055;1467720123.515818
m3-9;1467720123.694678;1467720123.618043
m3-8;1467720123.794487;1467720123.718814
m3-7;1467720123.894165;1467720123.817421
m3-6;1467720123.996429;1467720123.918121
m3-5;1467720124.094519;1467720124.017527
m3-9;1467720124.195798;1467720124.119538
m3-8;1467720124.296127;1467720124.221103
m3-7;1467720124.396085;1467720124.319374
m3-6;1467720124.496222;1467720124.419585
m3-5;1467720124.596515;1467720124.519511
m3-9;1467720124.697603;1467720124.621553
m3-8;1467720124.797483;1467720124.722903
m3-7;1467720124.898045;1467720124.821388
m3-6;1467720124.998158;1467720124.921691
m3-5;1467720125.098378;1467720125.021495
m3-9;1467720125.200040;1467720125.124085
m3-8;1467720125.300443;1467720125.225101
m3-7;1467720125.400687;1467720125.323647
m3-6;1467720125.501965;1467720125.424010
m3-5;1467720125.600398;1467720125.523448
m3-9;1467720125.702526;1467720125.625825
m3-8;1467720125.801588;1467720125.726718
m3-7;1467720125.901923;1467720125.825173
m3-6;1467720126.003937;1467720125.926025
m3-5;1467720126.103004;1467720126.025859
m3-9;1467720126.202516;1467720126.127534
m3-8;1467720126.303412;1467720126.229098
m3-7;1467720126.404477;1467720126.327675
m3-6;1467720126.504138;1467720126.427611
m3-5;1467720126.604259;1467720126.527446
m3-9;1467720126.704501;1467720126.629426
m3-8;1467720126.806223;1467720126.731052
m3-7;1467720126.906970;1467720126.829323
m3-6;1467720127.006002;1467720126.929382
m3-5;1467720127.106307;1467720127.029338
m3-9;1467720127.208293;1467720127.131715
m3-8;1467720127.307404;1467720127.232638
m3-7;1467720127.406868;1467720127.330879
m3-6;1467720127.508635;1467720127.431731
m3-5;1467720127.608316;1467720127.531352
m3-9;1467720127.709382;1467720127.633546
m3-8;1467720127.809946;1467720127.734805
m3-7;1467720127.910478;1467720127.833260
m3-6;1467720128.010588;1467720127.933318
m3-5;1467720128.109343;1467720128.032847
m3-9;1467720128.210378;1467720128.134858
m3-8;1467720128.310246;1467720128.236117
m3-7;1467720128.410806;1467720128.334725
m3-6;1467720128.510901;1467720128.434905
m3-5;1467720128.612550;1467720128.535106
m3-9;1467720128.712441;1467720128.636811
m3-8;1467720128.813332;1467720128.738528
m3-7;1467720128.912847;1467720128.836525
m3-6;1467720129.012896;1467720128.936828
m3-5;1467720129.113208;1467720129.036570
m3-9;1467720129.214991;1467720129.138917
m3-8;1467720129.314856;1467720129.240268
m3-7;1467720129.415376;1467720129.338814
m3-6;1467720129.515799;1467720129.439086
m3-5;1467720129.615209;1467720129.538646
m3-9;1467720129.716953;1467720129.640962
m3-8;1467720129.816165;1467720129.741763
m3-7;1467720129.915720;1467720129.840187
m3-6;1467720130.017570;1467720129.940948
m3-5;1467720130.117085;1467720130.040294
m3-9;1467720130.217380;1467720130.142274
m3-8;1467720130.318845;1467720130.243838
m3-7;1467720130.417733;1467720130.341988
m3-6;1467720130.517807;1467720130.442168
m3-5;1467720130.619803;1467720130.542643
m3-9;1467720130.719204;1467720130.644593
m3-8;1467720130.821063;1467720130.745669
m3-7;1467720130.920177;1467720130.844124
m3-6;1467720131.021393;1467720130.944366
m3-5;1467720131.120124;1467720131.043742
m3-9;1467720131.221873;1467720131.146028
m3-8;1467720131.322519;1467720131.247348
m3-7;1467720131.421574;1467720131.345406
m3-6;1467720131.521751;1467720131.445678
m3-5;1467720131.621989;1467720131.545695
m3-9;1467720131.724088;1467720131.648133
m3-8;1467720131.823024;1467720131.748874
m3-7;1467720131.924225;1467720131.847817
m3-6;1467720132.024702;1467720131.948058
m3-5;1467720132.124768;1467720132.047892
m3-9;1467720132.224057;1467720132.149324
m3-8;1467720132.325014;1467720132.251163
m3-7;1467720132.424467;1467720132.348976
m3-6;1467720132.524678;1467720132.449126
m3-5;1467720132.625031;1467720132.549052
m3-9;1467720132.726026;1467720132.651033
m3-8;1467720132.825885;1467720132.752322
m3-7;1467720132.927497;1467720132.851265
m3-6;1467720133.027578;1467720132.951476
m3-5;1467720133.126860;1467720133.050883
m3-9;1467720133.227118;1467720133.152803
m3-8;1467720133.328668;1467720133.254367
m3-7;1467720133.428470;1467720133.352333
m3-6;1467720133.529150;1467720133.453246
m3-5;1467720133.628921;1467720133.552775
m3-9;1467720133.730135;1467720133.655122
m3-8;1467720133.829888;1467720133.756015
m3-7;1467720133.930974;1467720133.854866
m3-6;1467720134.030521;1467720133.954894
m3-5;1467720134.130901;1467720134.054606
m3-9;1467720134.230966;1467720134.156587
m3-8;1467720134.332875;1467720134.258151
m3-7;1467720134.431335;1467720134.356117
m3-6;1467720134.533141;1467720134.456695
m3-5;1467720134.631810;1467720134.556193
m3-9;1467720134.733653;1467720134.658753
m3-8;1467720134.832833;1467720134.759463
m3-7;1467720134.934025;1467720134.858315
m3-6;1467720135.033548;1467720134.958190
m3-5;1467720135.134530;1467720135.057902
m3-9;1467720135.234057;1467720135.159913
m3-8;1467720135.334796;1467720135.261020
m3-7;1467720135.435245;1467720135.359505
m3-6;1467720135.536038;1467720135.460174
m3-5;1467720135.635825;1467720135.559428
m3-9;1467720135.735845;1467720135.661500
m3-8;1467720135.837509;1467720135.763187
m3-7;1467720135.937217;1467720135.861488
m3-6;1467720136.036448;1467720135.961272
m3-5;1467720136.138252;1467720136.061412
m3-9;1467720136.236936;1467720136.162995
m3-8;1467720136.337687;1467720136.264072
m3-7;1467720136.438227;1467720136.362587
m3-6;1467720136.538395;1467720136.462798
m3-5;1467720136.638681;1467720136.562877
m3-9;1467720136.738987;1467720136.664826
m3-8;1467720136.840633;1467720136.766391
m3-7;1467720136.940760;1467720136.864601
m3-6;1467720137.041121;1467720136.964721
m3-5;1467720137.142003;1467720137.064738
m3-9;1467720137.241417;1467720137.166719
m3-8;1467720137.340691;1467720137.267581
m3-7;1467720137.441118;1467720137.366127
m3-6;1467720137.541323;1467720137.466338
m3-5;1467720137.641603;1467720137.566172
m3-9;1467720137.742774;1467720137.668183
m3-8;1467720137.844506;1467720137.770114
m3-7;1467720137.944774;1467720137.868599
m3-6;1467720138.045350;1467720137.968597
m3-5;1467720138.144584;1467720138.068736
m3-9;1467720138.243860;1467720138.170014
m3-8;1467720138.344538;1467720138.271152
m3-7;1467720138.445784;1467720138.370186
m3-6;1467720138.546234;1467720138.470031
m3-5;1467720138.645594;1467720138.570048
m3-9;1467720138.747500;1467720138.672395
m3-8;1467720138.846551;1467720138.773135
m3-7;1467720138.946065;1467720138.871590
